0      43248.44
1      38151.80
2      37679.42
3      39335.09
4      37065.32
5      40006.34
6      38843.37
7      40942.82
8      35859.41
9      39777.95
10     38678.67
11     38026.06
12     37339.59
13     37476.22
14     36091.06
15     37770.58
16     36213.69
17     35541.57
18     36818.72
19     38337.06
20     38688.46
21     38700.65
22     36792.33
23     38212.61
24     38204.52
25     39300.27
26     41552.36
27     37089.22
28     36858.15
29     38096.97
30     37505.62
